"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"2832","ABCC1709-13","ABCOLL_20170905_1_0011_1",74.4,52.7,27.8,82.37,0.99,17.57,60.81,2.93,52.16,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-513",NA,NA
"2833","ABCC1709-14","ABCOLL_20170905_1_0011_1",72.5,52.9,25.7,73.2,1.01,8.46,58.16,2.22,52.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-514",NA,NA
"2834","ABCC1709-15","ABCOLL_20170905_1_0024_1",44,36.2,23.6,25.36,1,2.8,21.89,1.28,21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-515",NA,NA
"2835","ABCC1709-16","ABCOLL_20170905_1_0024_1",45.4,37,22.4,33.09,1.01,4.42,27.6,1.46,26.55,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-516",NA,NA
"2836","ABCC1709-17","ABCOLL_20170905_1_0024_1",44.5,35.5,22.7,28.91,0.98,3.66,23.55,1.37,23,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-517",NA,NA
"2837","ABCC1709-18","ABCOLL_20170905_1_0024_1",42.4,33.7,26,26.1,0.98,3.7,21.62,1.35,21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-518",NA,NA
"2838","ABCC1709-19","ABCOLL_20170905_1_0024_1",45.5,33.6,20.3,25.65,1.01,3.39,21.1,1.36,20.23,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-519",NA,NA
"2839","ABCC1709-20","ABCOLL_20170905_1_0024_1",43.5,36.1,21.8,27.68,0.98,4.04,22.49,1.37,21.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-520",NA,NA
"2840","ABCC1709-21","ABCOLL_20170905_1_0024_1",39.7,32,22.9,26.95,0.97,3.42,22.1,1.32,21.15,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-521",NA,NA
"2841","ABCC1709-22","ABCOLL_20170905_1_0024_1",48.4,41.2,22,34.17,1.04,4.99,28.76,1.5,27.54,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-522",NA,NA
"2842","ABCC1709-23","ABCOLL_20170905_1_0024_1",42.3,33.4,19.6,23.39,1.02,3.56,18.6,1.36,18.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-523",NA,NA
"2843","ABCC1709-24","ABCOLL_20170905_1_0024_1",43.2,34.7,21.5,32.6,1.02,3.5,27.61,1.34,26.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-524",NA,NA
"2844","ABCC1709-25","ABCOLL_20170905_1_0024_1",41.7,32.2,22.7,27.94,0.98,4.05,21.99,1.43,21.19,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-525",NA,NA
"2845","ABCC1710-01","ABCOLL_20171009_1_0007_1",75.5,53.4,22.5,68.17,0.97,11.61,52.81,2.42,48.48,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-526",NA,NA
"2846","ABCC1710-02","ABCOLL_20171009_1_0007_1",109.9,71.2,51,283.9,1.94,34.51,222.5,4.7,207.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-527","ShellWidth and TotalWeight outside expected range",NA
"2847","ABCC1710-03","ABCOLL_20171009_1_0007_1",62.5,44.9,24.8,40.05,1.03,8.37,30.16,2.17,27.65,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-528",NA,NA
"2848","ABCC1710-04","ABCOLL_20171009_1_0007_1",79.5,54.9,32.8,96.85,0.98,16.95,70.94,2.61,66.13,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-529",NA,NA
"2849","ABCC1710-05","ABCOLL_20171009_1_0007_1",63.5,44.5,27.6,57.06,1.02,13.54,39.89,2.51,36.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-530",NA,NA
"2850","ABCC1710-06","ABCOLL_20171009_1_0007_1",78.3,44.7,25.6,82.58,0.95,12.53,65.75,2.21,62.25,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-531",NA,NA
"2851","ABCC1710-07","ABCOLL_20171009_1_0007_1",74.7,55.5,30.2,77.89,1,14.96,58.72,3.14,56.63,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-532",NA,NA
"2852","ABCC1710-08","ABCOLL_20171009_1_0007_1",59.2,55,29,68.36,1,10.25,53.19,2.07,50.4,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-533",NA,NA
"2853","ABCC1710-09","ABCOLL_20171009_1_0007_1",90.1,74.5,38.7,205.9,1.94,27.95,163.82,5.35,155.33,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-534",NA,NA
"2854","ABCC1710-10","ABCOLL_20171009_1_0007_1",58.6,39.8,23.3,49.77,0.98,8.05,39.9,2.08,38.3,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-535",NA,NA
"2855","ABCC1710-11","ABCOLL_20171009_1_0007_1",55.7,56.6,27.1,49,1.03,12.61,36.2,2.6,33.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-536","ShellLength outside expected range",NA
"2856","ABCC1710-12","ABCOLL_20171009_1_0007_1",95.5,67.4,42.5,231,1.02,22.85,190.86,3.36,180.57,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-537",NA,NA
"2857","ABCC1710-13","ABCOLL_20171009_1_0007_1",70.4,46,22.3,54.72,1.01,8.66,42.8,1.95,39.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-538",NA,NA
"2858","ABCC1710-14","ABCOLL_20171009_1_0007_1",70.7,47,20,49.73,0.99,9.66,36.18,2.29,33.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-539",NA,NA
"2859","ABCC1710-15","ABCOLL_20171009_1_0011_1",57.6,37,21.9,31.86,1,5.7,25.91,1.63,23.17,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-540",NA,NA
"2860","ABCC1710-16","ABCOLL_20171009_1_0024_1",47.8,35.5,21.8,33.47,0.99,4.23,28.71,1.48,27.4,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-541",NA,NA
"2861","ABCC1710-17","ABCOLL_20171009_1_0024_1",57.9,50.8,26.4,56.74,1.01,9.2,45.48,2.07,43.66,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-542",NA,NA
"2862","ABCC1710-18","ABCOLL_20171009_1_0024_1",52.4,42.3,23.4,35.57,1,8.41,25.89,1.91,23.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-543",NA,NA
"2863","ABCC1710-19","ABCOLL_20171009_1_0024_1",54.5,37.1,25.4,42.63,0.95,5.82,35.48,1.56,34.17,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-544",NA,NA
"2864","ABCC1710-20","ABCOLL_20171009_1_0024_1",44,38.6,21.4,31.52,0.97,5.36,25.82,1.63,24.99,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-545",NA,NA
"2865","ABCC1710-21","ABCOLL_20171009_1_0024_1",46.5,40.5,20.5,25.34,0.97,5.17,19.35,1.62,17.78,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-546",NA,NA
"2866","ABCC1710-22","ABCOLL_20171009_1_0024_1",51,46,23.5,38.47,1.01,5.42,31.44,1.65,30.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-547",NA,NA
"2867","ABCC1710-23","ABCOLL_20171009_1_0024_1",49.8,42.6,24.6,39.54,0.95,5.41,33.52,1.56,32.59,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-548",NA,NA
"2868","ABCC1710-24","ABCOLL_20171009_1_0024_1",52.9,36.8,18.6,24.87,0.99,6.2,18.95,1.59,17.31,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-549",NA,NA
"2869","ABCC1710-25","ABCOLL_20171009_1_0024_1",48.5,39.5,25.1,42.93,0.96,6.1,36.01,1.64,34.67,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-550",NA,NA
"2870","ABCC1711-01","ABCOLL_20171101_1_0007_1",104.3,83.9,37,251.1,1.95,33.64,191.55,6.77,177.56,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-551","TotalWeight outside expected range",NA
"2871","ABCC1711-02","ABCOLL_20171101_1_0007_1",83.9,60.2,40.4,163.2,1.01,21.63,134.69,4.13,122.95,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-552",NA,NA
"2872","ABCC1711-03","ABCOLL_20171101_1_0007_1",64.9,51.3,26,73.15,1.01,10.92,60.94,2.79,57.58,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-553",NA,NA
"2873","ABCC1711-04","ABCOLL_20171101_1_0007_1",75,45.7,27.6,64.93,0.99,12.28,50.18,2.55,46.82,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-554",NA,NA
"2874","ABCC1711-05","ABCOLL_20171101_1_0007_1",72.3,48,32.6,96.79,1,13.81,78.35,3.02,73.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-555",NA,NA
"2875","ABCC1711-06","ABCOLL_20171101_1_0007_1",63.7,47.4,20.6,52.58,1,10.58,40.63,2.55,38.16,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-556",NA,NA
"2876","ABCC1711-07","ABCOLL_20171101_1_0007_1",57,43.6,22.4,49.33,1.01,10.54,38.44,2.42,36.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-557",NA,NA
"2877","ABCC1711-08","ABCOLL_20171101_1_0007_1",88.3,61.5,56.7,239.9,1.94,22.28,193.78,3.51,180.43,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-558","ShellWidth outside expected range",NA
"2878","ABCC1711-09","ABCOLL_20171101_1_0007_1",84.4,69,38.1,136.43,0.99,20.89,102.36,4.41,91.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-559",NA,NA
"2879","ABCC1711-10","ABCOLL_20171101_1_0007_1",75,58.1,25,71.64,0.99,13.64,53.81,3.28,50.32,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-560",NA,NA
"2880","ABCC1711-11","ABCOLL_20171101_1_0007_1",58.4,49.9,18.2,47.99,0.98,10.37,35.74,2.64,33.64,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-561",NA,NA
"2881","ABCC1711-12","ABCOLL_20171101_1_0007_1",75.2,52.2,28.9,76.75,0.99,17.56,55.97,3.22,51.24,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-562",NA,NA
"2882","ABCC1711-13","ABCOLL_20171101_1_0007_1",71.7,48.5,24.5,59.27,1.02,7.54,49.39,2.19,46.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-563",NA,NA
"2883","ABCC1711-14","ABCOLL_20171101_1_0007_1",94,71.1,43.1,214.9,1.94,23.41,162.72,4.57,151.39,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-564",NA,NA
"2884","ABCC1711-15","ABCOLL_20171101_1_0007_1",59,51.8,28.5,67.52,1,12.03,52.53,2.84,49.07,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-565",NA,NA
"2885","ABCC1711-16","ABCOLL_20171101_1_0024_1",45.4,36.6,22.4,31.74,0.96,4.83,26.67,1.59,25.9,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-566",NA,NA
"2886","ABCC1711-17","ABCOLL_20171101_1_0024_1",53,41.7,23.8,38.07,0.96,5.45,32.33,1.75,31.49,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-567",NA,NA
"2887","ABCC1711-18","ABCOLL_20171101_1_0024_1",52,44.8,24.8,37.79,1,7.33,29.95,2.12,29.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-568",NA,NA
"2888","ABCC1711-19","ABCOLL_20171101_1_0024_1",51.5,47.1,27.6,43.83,0.94,5.66,36.24,1.77,35,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-569",NA,NA
"2889","ABCC1711-20","ABCOLL_20171101_1_0024_1",55.9,47.9,25.4,54.32,0.95,7.76,45.75,2.11,44.62,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-570",NA,NA
"2890","ABCC1711-21","ABCOLL_20171101_1_0024_1",45.6,33.1,20.2,27.97,0.95,4.39,23.87,1.54,23.03,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-571",NA,NA
"2891","ABCC1711-22","ABCOLL_20171101_1_0024_1",56.9,45,35.9,75.88,0.99,11.66,61.95,2.41,57.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-572",NA,NA
"2892","ABCC1711-23","ABCOLL_20171101_1_0024_1",51.5,41.6,26.4,49.81,1.01,7.6,41.96,2.11,40.7,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-573",NA,NA
"2893","ABCC1711-24","ABCOLL_20171101_1_0024_1",63,51.8,31.6,72.06,0.95,8.72,59.59,2.26,56.46,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-574",NA,NA
"2894","ABCC1711-25","ABCOLL_20171101_1_0024_1",43.2,40.1,21.5,29.44,1,4.4,25.27,1.63,24.25,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-575",NA,NA
"2895","ABCC1712-01","ABCOLL_20171205_1_0007_1",106.2,68.9,40.2,226.7,0.98,30.67,176.14,5.15,158.17,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-576",NA,NA
"2896","ABCC1712-02","ABCOLL_20171205_1_0007_1",59.7,50,23.7,57.19,0.96,7.29,45.07,2.23,42.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-577",NA,NA
"2897","ABCC1712-03","ABCOLL_20171205_1_0007_1",59,51.2,32.8,90.3,0.97,11.03,75.32,3.05,71.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-578",NA,NA
"2898","ABCC1712-04","ABCOLL_20171205_1_0007_1",78,60.3,35.9,96.14,0.99,9.2,69.56,1.73,64.52,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-579",NA,NA
"2899","ABCC1712-05","ABCOLL_20171205_1_0007_1",50.7,46.7,24.2,32.13,0.96,4.94,25.22,1.8,23.6,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-580",NA,NA
"2900","ABCC1712-06","ABCOLL_20171205_1_0007_1",100.1,66.8,38.3,126.13,0.98,20.04,91.75,4.73,86.28,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-S-581",NA,NA
"2901","ABWC1601-01","ABCOLL_20160111_1_0155_1",81.9,68.4,27.4,122.9,0.99,19.76,94.67,3.69,91.77,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-1",NA,NA
"2902","ABWC1601-02","ABCOLL_20160111_1_0155_1",85.1,69.5,34,151.96,0.99,18.18,129.77,4.29,126.44,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-2",NA,NA
"2903","ABWC1601-03","ABCOLL_20160111_1_0155_1",93.6,69.5,36.2,174.7,0.97,22.7,142.48,5.21,136.76,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-3",NA,NA
"2904","ABWC1601-04","ABCOLL_20160111_1_0162_1",73.6,68.1,34.1,108.57,0.98,12.1,90.43,2.76,86.61,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-4",NA,NA
"2905","ABWC1601-05","ABCOLL_20160111_1_0162_1",66.4,57.6,33.2,68.69,0.98,6.68,59.32,1.88,58.24,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-5",NA,NA
"2906","ABWC1601-06","ABCOLL_20160111_1_0162_1",69.7,50.3,38.5,95.52,0.96,12.24,75.83,2.55,71.41,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-6",NA,NA
"2907","ABWC1601-07","ABCOLL_20160111_1_0162_1",75.6,58.3,34.6,134.2,0.98,13.72,115.86,3.03,112.98,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-7",NA,NA
"2908","ABWC1601-08","ABCOLL_20160111_1_0162_1",67.3,57.6,30.1,100.26,0.98,10.37,85.5,2.47,82.01,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-8",NA,NA
"2909","ABWC1601-09","ABCOLL_20160111_1_0162_1",78.9,58,34.2,103.3,1.01,15.01,81.79,3.34,77.19,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-9",NA,NA
"2910","ABWC1601-10","ABCOLL_20160111_1_0162_1",76.7,59,38.1,125.23,1,17.31,95.14,3.33,87.45,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-10",NA,NA
"2911","ABWC1601-11","ABCOLL_20160111_1_0162_1",75.5,58.9,47,130.09,1.01,14.91,107.26,2.84,98.72,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-11",NA,NA
"2912","ABWC1601-12","ABCOLL_20160111_1_0162_1",66.7,45,23.7,56.84,0.98,7.54,45.2,1.81,43.11,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-12",NA,NA
"2913","ABWC1601-13","ABCOLL_20160111_1_0162_1",78,54.3,37.1,108.67,0.98,10.92,95.09,2.42,90.93,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-13",NA,NA
"2914","ABWC1601-14","ABCOLL_20160111_1_0162_1",30.5,26.3,8.7,5.5,1,1.51,4.74,1.09,4.18,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-14","TotalWeight outside expected range",NA
"2915","ABWC1601-15","ABCOLL_20160111_1_0162_1",60.3,46.9,30,76.56,0.97,7.04,66.36,2,64.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-15",NA,NA
"2916","ABWC1601-16","ABCOLL_20160111_1_0162_1",67.3,47.6,31,67.48,0.97,7.64,57.07,2.05,54.72,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-16",NA,NA
"2917","ABWC1601-17","ABCOLL_20160111_1_0162_1",58.4,44.6,34.1,59.76,0.98,7.42,50.55,1.93,48.14,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-17",NA,NA
"2918","ABWC1601-18","ABCOLL_20160111_1_0162_1",64.8,51.4,29.2,72.32,0.99,8.26,58.59,2.29,55.21,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-18",NA,NA
"2919","ABWC1601-19","ABCOLL_20160111_1_0162_1",36.6,32.8,13.9,9.43,0.99,2.28,7.41,1.18,6.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-19","TotalWeight outside expected range",NA
"2920","ABWC1601-20","ABCOLL_20160111_1_0162_1",37.6,36.4,12.5,11.58,0.99,2,8.88,1.18,8.88,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-20",NA,NA
"2921","ABWC1601-21","ABCOLL_20160111_1_0162_1",87.5,61.3,39,131.1,0.99,15.82,105.55,3.21,99.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-21",NA,NA
"2922","ABWC1601-22","ABCOLL_20160111_1_0162_1",45.5,35.6,22.2,26.68,0.99,2.95,23.78,1.32,22.32,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-22",NA,NA
"2923","ABWC1601-23","ABCOLL_20160111_1_0162_1",37.9,28.5,13.8,7.17,0.98,2.04,5.16,1.13,4.84,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-23","TotalWeight outside expected range",NA
"2924","ABWC1601-24","ABCOLL_20160111_1_0162_1",35,26.5,12,7.46,0.99,2.15,5.84,1.16,5.2,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-24","TotalWeight outside expected range",NA
"2925","ABWC1601-25","ABCOLL_20160111_1_0162_1",31,24.6,11.1,4.78,0.99,1.71,3.53,1.1,3.45,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-25","TotalWeight outside expected range",NA
"2926","ABWC1602-01","ABCOLL_20160207_1_0162_1",73.2,62.7,36.8,133.21,1.01,16.95,111.83,3.39,105.97,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-26",NA,NA
"2927","ABWC1602-02","ABCOLL_20160207_1_0162_1",83.3,59.6,38.3,146.19,0.98,20.36,123.14,3.3,116.24,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-27",NA,NA
"2928","ABWC1602-03","ABCOLL_20160207_1_0162_1",61.2,46.5,30.3,61.03,1,12.94,46.18,2.64,42.8,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-28",NA,NA
"2929","ABWC1602-04","ABCOLL_20160207_1_0162_1",35.3,25.3,16.9,8.08,1.02,2.49,6.35,1.22,6.15,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-29","TotalWeight outside expected range",NA
"2930","ABWC1602-05","ABCOLL_20160207_1_0162_1",79.8,59.2,37.8,113.88,1,17.2,89.44,3.13,85.34,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-30",NA,NA
"2931","ABWC1602-06","ABCOLL_20160207_1_0162_1",31.2,25.9,10.4,5.27,1.03,2.25,3.86,1.17,3.73,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-31","TotalWeight outside expected range",NA
"2932","ABWC1602-07","ABCOLL_20160207_1_0162_1",35.6,23.5,12.7,4.84,1.03,1.9,3.84,1.14,3.73,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-32","TotalWeight outside expected range",NA
"2933","ABWC1602-08","ABCOLL_20160207_1_0162_1",65.5,64.5,41.8,117.51,0.98,18.42,93.05,2.38,90.8,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-33",NA,NA
"2934","ABWC1602-09","ABCOLL_20160207_1_0162_1",61.7,43.8,28,50.51,1.02,7.55,40.59,2.06,39.37,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-34",NA,NA
"2935","ABWC1602-10","ABCOLL_20160207_1_0162_1",38.9,21.5,17.7,6.41,1.02,2.47,4.78,1.21,4.63,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-35","TotalWeight outside expected range",NA
"2936","ABWC1602-11","ABCOLL_20160207_1_0162_1",68.4,56,27.5,59.19,1.04,9.04,48.04,2.09,46.14,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-36",NA,NA
"2937","ABWC1602-12","ABCOLL_20160207_1_0162_1",66,38.9,19.5,35.4,1.03,9.77,23.87,2.21,22.5,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-37",NA,NA
"2938","ABWC1602-13","ABCOLL_20160207_1_0162_1",53.5,42.9,25.5,42.44,1,6.9,33.84,1.62,31.28,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-38",NA,NA
"2939","ABWC1602-14","ABCOLL_20160207_1_0162_1",33.8,24.1,11.3,4.79,1.01,2.16,3.45,1.14,3.29,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-39","TotalWeight outside expected range",NA
"2940","ABWC1602-15","ABCOLL_20160207_1_0162_1",30.5,34.6,11.7,5.77,1.01,2.18,4.25,1.16,4.08,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-40","ShellLength and TotalWeight outside expected range",NA
"2941","ABWC1602-16","ABCOLL_20160207_1_0162_1",74.5,56.6,37.7,94.67,0.98,13.17,76.54,2.67,70.32,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-41",NA,NA
"2942","ABWC1602-17","ABCOLL_20160207_1_0162_1",40.5,28.8,14,9.44,1,2.88,6.91,1.27,6.63,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-42","TotalWeight outside expected range",NA
"2943","ABWC1602-18","ABCOLL_20160207_1_0162_1",67.6,52.6,39.1,102.63,0.98,15.69,85.08,2.87,81.75,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-43",NA,NA
"2944","ABWC1602-19","ABCOLL_20160207_1_0162_1",29.2,22.7,9.5,3.92,1.02,1.74,2.97,1.12,2.83,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-44","TotalWeight outside expected range",NA
"2945","ABWC1602-20","ABCOLL_20160207_1_0162_1",69.4,51.9,43.4,109,1.02,18.28,86.78,2.98,78.86,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-45",NA,NA
"2946","ABWC1602-21","ABCOLL_20160207_1_0162_1",34.6,29.9,12.8,8.3,1.01,2.52,6.07,1.22,5.85,"Completed",NA,NA,NA,NA,"2024-02-14 00:00:00","Matthew Davis","AB-WW-46","TotalWeight outside expected range",NA
